1,0.3,NaN,1
1,0.306,NaN,1
1,0.312,NaN,1
1,0.318,NaN,1
1,0.324,NaN,1
1,0.32999999999999996,NaN,1
1,0.33599999999999997,NaN,1
1,0.34199999999999997,NaN,1
1,0.348,NaN,1
1,0.354,NaN,1
1,0.36,NaN,1
1,0.366,NaN,1
1,0.372,NaN,1
1,0.378,NaN,1
1,0.384,NaN,1
1,0.39,NaN,1
1,0.396,NaN,1
1,0.40199999999999997,NaN,1
1,0.408,NaN,1
1,0.414,NaN,1
1,0.42,NaN,1
1,0.426,NaN,1
1,0.432,NaN,1
1,0.43799999999999994,NaN,1
1,0.44399999999999995,NaN,1
1,0.44999999999999996,NaN,1
1,0.45599999999999996,NaN,1
1,0.46199999999999997,NaN,1
1,0.46799999999999997,NaN,1
1,0.474,NaN,1
1,0.48,NaN,1
1,0.486,NaN,1
1,0.492,NaN,1
1,0.498,NaN,1
1,0.504,NaN,1
1,0.51,NaN,1
1,0.516,NaN,1
1,0.522,NaN,1
1,0.528,NaN,1
1,0.534,NaN,1
1,0.54,NaN,1
1,0.5459999999999999,NaN,1
1,0.552,NaN,1
1,0.558,NaN,1
1,0.5640000000000001,NaN,1
1,0.5700000000000001,NaN,1
1,0.576,NaN,1
1,0.582,NaN,1
1,0.588,NaN,1
1,0.594,NaN,1
1.026,0.3,NaN,1
1.026,0.306,NaN,1
1.026,0.312,NaN,1
1.026,0.318,NaN,1
1.026,0.324,NaN,1
1.026,0.32999999999999996,NaN,1
1.026,0.33599999999999997,NaN,1
1.026,0.34199999999999997,NaN,1
1.026,0.348,NaN,1
1.026,0.354,NaN,1
1.026,0.36,NaN,1
1.026,0.366,NaN,1
1.026,0.372,NaN,1
1.026,0.378,NaN,1
1.026,0.384,NaN,1
1.026,0.39,NaN,1
1.026,0.396,NaN,1
1.026,0.40199999999999997,NaN,1
1.026,0.408,NaN,1
1.026,0.414,NaN,1
1.026,0.42,NaN,1
1.026,0.426,NaN,1
1.026,0.432,NaN,1
1.026,0.43799999999999994,NaN,1
1.026,0.44399999999999995,NaN,1
1.026,0.44999999999999996,NaN,1
1.026,0.45599999999999996,NaN,1
1.026,0.46199999999999997,NaN,1
1.026,0.46799999999999997,NaN,1
1.026,0.474,NaN,1
1.026,0.48,NaN,1
1.026,0.486,NaN,1
1.026,0.492,NaN,1
1.026,0.498,NaN,1
1.026,0.504,NaN,1
1.026,0.51,NaN,1
1.026,0.516,NaN,1
1.026,0.522,NaN,1
1.026,0.528,NaN,1
1.026,0.534,NaN,1
1.026,0.54,NaN,1
1.026,0.5459999999999999,NaN,1
1.026,0.552,NaN,1
1.026,0.558,NaN,1
1.026,0.5640000000000001,NaN,1
1.026,0.5700000000000001,NaN,1
1.026,0.576,NaN,1
1.026,0.582,NaN,1
1.026,0.588,NaN,1
1.026,0.594,NaN,1
1.052,0.3,NaN,1
1.052,0.306,NaN,1
1.052,0.312,NaN,1
1.052,0.318,NaN,1
1.052,0.324,NaN,1
1.052,0.32999999999999996,NaN,1
1.052,0.33599999999999997,NaN,1
1.052,0.34199999999999997,NaN,1
1.052,0.348,NaN,1
1.052,0.354,NaN,1
